,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
220,30689926,81 Church Street #1606,Kitchener,2,1/0,1975,,836,$311.00,"$274,900","$260,000",11/15/2018,94.58,46
221,30696652,100 BLUEVALE Street #22,Waterloo,3,1/1,,,"1,400",$185.71,"$265,900","$260,000",11/20/2018,97.78,19
222,30668814,30 Blue Springs Drive #405,Waterloo,2,2/0,,,"1,125",$232.00,"$253,000","$261,000",07/06/2018,103.16,13
223,30687890,100 BLUEVALE Street #15,Waterloo,3,1/1,1981,,"1,152",$227.78,"$269,900","$262,400",10/24/2018,97.22,50
224,30672183,155 ST LEGER Street #401,Kitchener,1,1/0,,,530,$495.28,"$249,900","$262,500",08/02/2018,105.04,22
225,30670361,3227 KING Street #406,Kitchener,2,2/0,1996,,"1,029",$255.59,"$248,000","$263,000",07/20/2018,106.05,12
226,30676029,55 GREEN VALLEY Drive #1910,Kitchener,2,1/1,1993,,975,$270.77,"$265,000","$264,000",08/17/2018,99.62,15
227,30660674,318 SPRUCE Street #1409,Waterloo,1,1/0,,,599,$442.24,"$264,900","$264,900",09/06/2018,100.00,115
228,30669952,43 THALER Avenue #8,Kitchener,2,1/1,1977,,918,$288.67,"$225,000","$265,000",07/09/2018,117.78,6
229,30677518,223 PIONEER Drive #F42,Kitchener,3,1/1,1977,,"1,003",$264.21,"$239,000","$265,000",08/13/2018,110.88,5
230,30679257,3227 KING Street #608,Kitchener,2,2/0,1990,,"1,040",$254.81,"$250,000","$265,000",08/31/2018,106.00,8
231,30681656,415 MORGAN Avenue #46,Kitchener,3,1/1,,,"1,060",$250.00,"$249,900","$265,000",09/12/2018,106.04,8
232,30684559,81 Church Street #1304,Kitchener,2,1/1,1975,,"1,037",$255.54,"$265,000","$265,000",09/21/2018,100.00,14
233,30688778,1941 OTTAWA Street #15D,Kitchener,1,1/0,2010,,753,$351.93,"$245,000","$265,000",10/14/2018,108.16,20
234,30688997,515 WEBER Street #B,Waterloo,2,1/0,1974,,"1,042",$254.32,"$269,900","$265,000",10/22/2018,98.18,26
235,30684373,975 STRASBURG Road #20A,Kitchener,1,1/0,2007,,514,$518.48,"$268,500","$266,500",11/07/2018,99.26,59
236,30689916,223 Pioneer Drive #7A,Kitchener,3,1/1,1977,,"1,023",$260.51,"$250,000","$266,500",10/22/2018,106.60,18
237,30663225,1414 KING Street #1209,Kitchener,2,1/0,1988,,"1,135",$235.24,"$274,900","$267,000",08/02/2018,97.13,59
238,30667488,289 Bluevale Street #A,Waterloo,3,2/1,1976,,"1,200",$222.50,"$275,000","$267,000",07/06/2018,97.09,22
239,30667548,100 BLUEVALE Street #13,Waterloo,3,1/1,,,"1,400",$191.43,"$272,500","$268,000",07/23/2018,98.35,33
240,30673879,262 Westcourt Place,Waterloo,4,1/1,,,"1,286",$208.40,"$276,900","$268,000",08/10/2018,96.79,23
241,30690241,235 JESSICA Crescent #A,Kitchener,1,1/0,,,753,$355.91,"$269,000","$268,000",10/10/2018,99.63,9
242,30658865,1085 Queens Boulevard #13,Kitchener,2,1/1,1992,,"1,178",$228.35,"$274,900","$269,000",06/18/2018,97.85,27
243,30676580,410 King Street #303,Kitchener,1,1/0,2008,,520,$517.31,"$269,900","$269,000",08/17/2018,99.67,16
244,30675630,423 Westwood Drive #35,Kitchener,3,1/1,,,"1,050",$257.05,"$269,900","$269,900",09/24/2018,100.00,37
