,MLS #,Address,City,# Bed,# Bth,Yr Blt,Acres,SqFt,$/SqFt,List Price,Sold Price,Sale Date,SP%LP,DOM
329,30566253,219 KINGSWOOD Drive #57,Kitchener,3,1/1,1989,,"1,050",$262.86,"$219,900","$276,000",04/19/2017,125.51,8
330,30567073,85 DUKE Street #1407,Kitchener,1,1/0,,,575,$481.74,"$274,990","$277,000",04/24/2017,100.73,14
331,30562983,200 WESTCOURT Place,Waterloo,4,1/1,,,"1,929",$144.12,"$286,500","$278,000",03/24/2017,97.03,7
332,30566832,222 WESTCOURT Place,Waterloo,4,1/1,,,"1,929",$144.12,"$286,500","$278,000",04/13/2017,97.03,7
333,30568848,931 Glasgow Street #9D,Kitchener,1,1/0,2011,,796,$349.25,"$200,000","$278,000",04/28/2017,139.00,8
334,30553547,950 HIGHLAND Road #21,Kitchener,3,1/1,2009,,"1,140",$245.53,"$279,900","$279,900",03/03/2017,100.00,53
335,30552633,189 CEDAR Street,Kitchener,3,2/0,1946,,"1,363",$205.43,"$265,000","$280,000",01/15/2017,105.66,10
336,30564119,202 WESTCOURT Place,Waterloo,4,1/1,,,"1,929",$145.15,"$286,500","$280,000",05/12/2017,97.73,49
337,30565338,950 HIGHLAND Road #22,Kitchener,3,1/1,2010,,"1,140",$245.61,"$279,900","$280,000",04/13/2017,100.04,11
338,30568378,75 BAIRD Avenue,Kitchener,3,1/1,1971,,964,$290.46,"$280,000","$280,000",04/28/2017,100.00,10
339,30556787,242 Rachel Crescent #G,Kitchener,2,1/0,2013,,963,$291.07,"$245,000","$280,300",02/13/2017,114.41,4
340,30559236,25 Upper Canada Drive #8,Kitchener,3,1/1,1973,,"1,090",$257.80,"$220,000","$281,000",03/07/2017,127.73,8
341,30554542,40 BALFOUR Crescent,Kitchener,3,1/0,,,"1,040",$271.63,"$257,500","$282,500",01/26/2017,109.71,4
342,30569261,750 Erinbrook Drive #5,Kitchener,3,1/0,1985,,"1,026",$275.34,"$215,000","$282,500",04/26/2017,131.40,9
343,30570669,139 BRIGHTON Street #11A,Waterloo,3,1/1,2004,,"1,248",$226.36,"$248,500","$282,500",05/08/2017,113.68,5
344,30561389,234G Rachel Crescent,Kitchener,2,1/0,2014,,999,$283.28,"$249,900","$283,000",03/12/2017,113.25,5
345,30552488,126 Northlake Drive #A,Waterloo,3,2/0,1987,,"1,062",$268.36,"$275,000","$285,000",01/10/2017,103.64,5
346,30560049,435 PARK Street,Kitchener,3,1/0,1920,,"1,208",$235.93,"$295,000","$285,000",03/19/2017,96.61,17
347,30561604,45 CEDARHILL Crescent #8A,Kitchener,2,1/0,2007,,980,$290.82,"$225,000","$285,000",03/21/2017,126.67,6
348,30563091,55 MOOREGATE Crescent #14B,Kitchener,2,1/1,2014,,"1,118",$254.92,"$234,900","$285,000",03/25/2017,121.33,3
349,30568187,404 King Street #528,Kitchener,1,1/0,2006,,600,$475.00,"$269,900","$285,000",04/25/2017,105.59,7
350,30568039,211 Veronica Drive #32,Kitchener,3,2/0,1972,,946,$301.51,"$229,900","$285,232",05/02/2017,124.07,13
351,30553703,776 Laurelwood Drive #509,Waterloo,2,2/0,,,"1,084",$264.76,"$299,600","$287,000",02/07/2017,95.79,21
352,30560535,28 Underhill Crescent #14,Kitchener,3,1/1,,,"1,262",$227.42,"$242,500","$287,000",03/12/2017,118.35,6
353,30552641,57 Selkirk Drive,Kitchener,3,1/1,1973,,"1,257",$229.12,"$274,900","$288,000",01/08/2017,104.77,3
354,30558828,97 Southmoor Drive,Kitchener,3,2/1,,,"1,100",$261.82,"$286,900","$288,000",03/04/2017,100.38,12
355,30562137,255 MAITLAND Street #5J,Kitchener,3,1/1,,,"1,230",$234.15,"$299,900","$288,000",03/29/2017,96.03,15
356,30571216,219 KINGSWOOD Drive #14,Kitchener,3,1/1,1989,,"1,050",$275.13,"$219,900","$288,888",05/02/2017,131.37,1
357,30559449,265 Madison Avenue,Kitchener,3,2/0,,,"1,056",$273.67,"$289,000","$289,000",03/03/2017,100.00,4
358,HP930253,72 Carnaby Crescent,Kitchener,3,1/1,,,,,"$289,000","$295,000",01/06/2017,102.08,
359,30559058,215 ERB Street #A,Waterloo,2,1/0,1959,,876,$330.94,"$299,900","$289,900",03/04/2017,96.67,8
360,30563678,242 Cedarbrae Avenue #A,Waterloo,3,1/0,1969,,"1,080",$268.43,"$289,900","$289,900",03/27/2017,100.00,5
361,30554722,150 CHARLES BEST Place,Kitchener,3,1/1,,,"1,116",$259.86,"$275,000","$290,000",02/02/2017,105.45,10
362,30555867,701 HOMER WATSON Boulevard #64Kitchener,,1,1/1,2013,,"1,130",$256.64,"$275,000","$290,000",02/27/2017,105.45,19
363,30556086,1414 KING Street #203,Kitchener,3,1/0,1988,,"1,260",$230.16,"$259,900","$290,000",02/17/2017,111.58,15
364,30557555,465 Woolwich Street #39,Waterloo,2,2/0,,,"1,000",$290.00,"$269,900","$290,000",02/23/2017,107.45,9
365,30557574,257 Morgan Avenue,Kitchener,3,1/1,1971,,"1,000",$290.00,"$259,900","$290,000",02/27/2017,111.58,7
366,30558492,16 Elmsdale Drive,Kitchener,3,1/0,,,"1,053",$275.40,"$299,900","$290,000",02/27/2017,96.70,6
367,30561492,60 Charles Best Place,Kitchener,4,1/1,,,"1,320",$219.70,"$290,000","$290,000",03/15/2017,100.00,4
368,30574044,131 TRAYNOR Avenue #11,Kitchener,3,1/1,1987,,"1,310",$221.37,"$235,000","$290,000",05/13/2017,123.40,3
369,30555205,54 Green Valley Drive #34,Kitchener,3,2/1,1989,,"1,214",$239.62,"$279,900","$290,900",02/02/2017,103.93,7
370,30560960,511 WEBER Street #G,Waterloo,3,1/1,1974,,"1,326",$219.46,"$224,900","$291,000",03/30/2017,129.39,8
371,30541048,85 Duke Street #305,Kitchener,1,1/0,,,705,$415.60,"$295,000","$293,000",03/03/2017,99.32,158
372,30551619,38 ST CLAIR Avenue,Kitchener,2,2/0,1947,,691,$424.02,"$285,000","$293,000",01/09/2017,102.81,5
373,30557247,188 Breithaupt Street,Kitchener,5,1/0,,,950,$308.42,"$200,000","$293,000",02/21/2017,146.50,9
374,XH3200531,161 Cedarbrae Avenue,Waterloo,3,2/0,,,"1,041",$281.46,"$299,900","$293,000",03/24/2017,97.70,16
375,30565246,1674 Fischer-Hallman Road #F,Kitchener,2,1/0,2015,,865,$339.88,"$260,000","$294,000",04/03/2017,113.08,
376,30552286,72 CARNABY Crescent,Kitchener,3,2/0,,,"1,200",$245.83,"$289,000","$295,000",01/06/2017,102.08,29
377,30553333,365 BENNINGTON Gate #6,Waterloo,2,2/1,,,"1,368",$215.64,"$287,500","$295,000",02/06/2017,102.61,32
378,30556016,265 Westcourt Place #307,Waterloo,2,2/0,,,"1,446",$204.01,"$299,900","$295,000",03/01/2017,98.37,28
379,30557238,158 KING Street #1702,Waterloo,1,1/0,,,668,$441.62,"$300,300","$295,000",04/04/2017,98.24,62
380,30558039,1684 FISCHER-HALLMAN Road #B,Kitchener,2,1/1,,,887,$332.58,"$249,900","$295,000",02/18/2017,118.05,4
381,30568897,45 Cedarhill Crescent #11D,Kitchener,3,1/1,2007,,"1,392",$211.93,"$269,900","$295,000",04/30/2017,109.30,12
382,30561546,6 WILLOW Street #1004,Waterloo,2,2/0,1990,,"1,400",$211.07,"$299,900","$295,500",04/03/2017,98.53,22
383,30550583,524 BEECHWOOD Drive #4,Waterloo,2,2/2,1988,,"1,340",$221.64,"$299,900","$297,000",01/04/2017,99.03,32
384,30571165,141 BLACKHORNE Drive,Kitchener,3,1/1,1975,,"1,176",$252.55,"$285,000","$297,000",05/05/2017,104.21,5
385,30559526,36 Regina Street #403,Waterloo,2,1/0,,,672,$443.45,"$319,900","$298,000",03/09/2017,93.15,10
386,30568157,14 BAIRD Avenue,Kitchener,3,1/1,1972,,"1,406",$213.02,"$300,000","$299,500",04/27/2017,99.83,10
387,30560222,15 PRINCE ALBERT Boulevard #112,Kitchener,2,2/0,,,690,$434.64,"$297,900","$299,900",04/24/2017,100.67,52
388,30565086,55 MOOREGATE Crescent #21,Kitchener,3,2/0,2011,,"1,302",$230.34,"$299,900","$299,900",05/14/2017,100.00,44
389,30553183,265 WESTCOURT Place #607,Waterloo,2,2/0,1989,0.00,"1,446",$207.47,"$320,000","$300,000",02/21/2017,93.75,41
390,30557793,85 DUKE Street #1205,Kitchener,1,1/0,,,705,$425.53,"$289,990","$300,000",02/28/2017,103.45,15
391,30560085,601 Columbia Forest Boulevard #15,Waterloo,4,2/1,,,"1,440",$208.33,"$299,900","$300,000",03/13/2017,100.03,11
392,30560930,19 Folkstone Crescent,Kitchener,3,1/0,1984,,"1,064",$281.95,"$289,900","$300,000",03/14/2017,103.48,4
